frame,memory_bank_active_slots,memory_bank_writes,memory_bank_replacements,memory_bank_diversity_skips,memory_retrieval_top1_sim,memory_retrieval_mean_topk_sim,memory_retrieval_top1_slot,memory_retrieval_entropy,memory_slot_mean_pairwise_sim,memory_slot_max_pairwise_sim,memory_bank_context_norm,memory_debug_images_saved
713.0,16.0,20.0,4.0,96.0,0.7522609233856201,0.7077744603157043,1.0,0.8702223896980286,0.918681263923645,1.0,1.0,23.0
714.0,16.0,20.0,4.0,96.0,0.7522609233856201,0.7077744603157043,1.0,0.8702223896980286,0.918681263923645,1.0,1.0,23.0
715.0,16.0,20.0,4.0,96.0,0.7522609233856201,0.7077744603157043,1.0,0.8702223896980286,0.918681263923645,1.0,1.0,23.0
716.0,16.0,20.0,4.0,96.0,0.7522609233856201,0.7077744603157043,1.0,0.8702223896980286,0.918681263923645,1.0,1.0,23.0
717.0,16.0,20.0,4.0,96.0,0.7427640557289124,0.7065619230270386,1.0,0.911314070224762,0.918681263923645,1.0,1.0,23.0
718.0,16.0,20.0,4.0,96.0,0.7371947169303894,0.7001059055328369,1.0,0.9072036743164062,0.918681263923645,1.0,1.0,23.0
719.0,16.0,20.0,4.0,96.0,0.7232286930084229,0.6838005185127258,1.0,0.8960124254226685,0.918681263923645,1.0,1.0,23.0
720.0,16.0,20.0,4.0,96.0,0.7438445091247559,0.7099649906158447,1.0,0.921722948551178,0.918681263923645,1.0,1.0,23.0
721.0,16.0,20.0,4.0,96.0,0.7057948708534241,0.6669595837593079,1.0,0.8988950252532959,0.918681263923645,1.0,1.0,23.0
722.0,16.0,20.0,4.0,96.0,0.7057948708534241,0.6669595837593079,1.0,0.8988950252532959,0.918681263923645,1.0,1.0,23.0
723.0,16.0,20.0,4.0,96.0,0.723625659942627,0.670682430267334,1.0,0.8229907751083374,0.918681263923645,1.0,1.0,23.0
724.0,16.0,20.0,4.0,96.0,0.7235512733459473,0.6706156730651855,1.0,0.8230352401733398,0.918681263923645,1.0,1.0,23.0
725.0,16.0,20.0,4.0,96.0,0.7090093493461609,0.6652599573135376,1.0,0.8741068840026855,0.918681263923645,1.0,0.9999999403953552,23.0
726.0,16.0,20.0,4.0,96.0,0.716497004032135,0.6721209287643433,1.0,0.8708065152168274,0.918681263923645,1.0,1.0,23.0
727.0,16.0,20.0,4.0,96.0,0.6972171068191528,0.6516039371490479,1.0,0.8642058372497559,0.918681263923645,1.0,1.0,23.0
728.0,16.0,20.0,4.0,96.0,0.6972171068191528,0.6516039371490479,1.0,0.8642058372497559,0.918681263923645,1.0,1.0,23.0
729.0,16.0,20.0,4.0,96.0,0.7018368244171143,0.6594072580337524,1.0,0.880958616733551,0.918681263923645,1.0,1.0,23.0
730.0,16.0,20.0,4.0,96.0,0.7117358446121216,0.6696479320526123,1.0,0.8827100396156311,0.918681263923645,1.0,0.9999999403953552,23.0
731.0,16.0,20.0,4.0,96.0,0.6843471527099609,0.6365887522697449,1.0,0.8525002002716064,0.918681263923645,1.0,0.9999999403953552,23.0
732.0,16.0,20.0,4.0,96.0,0.6949615478515625,0.6378706693649292,1.0,0.7983286380767822,0.918681263923645,1.0,1.0,23.0
733.0,16.0,20.0,4.0,96.0,0.6600131988525391,0.6062482595443726,1.0,0.8181726932525635,0.918681263923645,1.0,1.0,23.0
734.0,16.0,20.0,4.0,96.0,0.6600131988525391,0.6062482595443726,1.0,0.8181726932525635,0.918681263923645,1.0,1.0,23.0
735.0,16.0,20.0,4.0,96.0,0.6820808053016663,0.6247750520706177,1.0,0.7970292568206787,0.918681263923645,1.0,1.0,23.0
736.0,16.0,20.0,4.0,96.0,0.6937770843505859,0.6382102966308594,1.0,0.8074870705604553,0.918681263923645,1.0,1.0,23.0
737.0,16.0,20.0,4.0,96.0,0.6645069122314453,0.6120835542678833,1.0,0.826020359992981,0.918681263923645,1.0,1.0,23.0
738.0,16.0,20.0,4.0,96.0,0.6819966435432434,0.6469818353652954,1.0,0.9167008996009827,0.918681263923645,1.0,1.0,23.0
739.0,16.0,20.0,4.0,96.0,0.6819966435432434,0.6469818353652954,1.0,0.9167008996009827,0.918681263923645,1.0,1.0,23.0
740.0,16.0,20.0,4.0,96.0,0.6649343967437744,0.6253108382225037,1.0,0.8950554728507996,0.918681263923645,1.0,1.0,23.0
741.0,16.0,20.0,4.0,96.0,0.6649343967437744,0.6253108382225037,1.0,0.8950554728507996,0.918681263923645,1.0,1.0,23.0
742.0,16.0,20.0,4.0,96.0,0.7230377197265625,0.6737725734710693,1.0,0.8440936803817749,0.918681263923645,1.0,1.0,23.0
743.0,16.0,20.0,4.0,96.0,0.7230377197265625,0.6737725734710693,1.0,0.8440936803817749,0.918681263923645,1.0,1.0,23.0
744.0,16.0,20.0,4.0,96.0,0.7230377197265625,0.6737725734710693,1.0,0.8440936803817749,0.918681263923645,1.0,1.0,23.0
745.0,16.0,20.0,4.0,96.0,0.7345213890075684,0.6928145885467529,1.0,0.8846520781517029,0.918681263923645,1.0,1.0,23.0
746.0,16.0,20.0,4.0,96.0,0.7267377376556396,0.683489978313446,1.0,0.876727283000946,0.918681263923645,1.0,1.0,23.0
747.0,16.0,20.0,4.0,96.0,0.7263963222503662,0.6847522258758545,1.0,0.8849706053733826,0.918681263923645,1.0,0.9999999403953552,23.0
748.0,16.0,20.0,4.0,96.0,0.6652004718780518,0.6027665138244629,1.0,0.7654796242713928,0.918681263923645,1.0,0.9999999403953552,23.0
749.0,16.0,20.0,4.0,96.0,0.707821249961853,0.6524677276611328,1.0,0.8087603449821472,0.918681263923645,1.0,0.9999999403953552,23.0
750.0,16.0,20.0,4.0,96.0,0.7473430037498474,0.7044225931167603,1.0,0.8784266710281372,0.918681263923645,1.0,1.0,23.0
751.0,16.0,20.0,4.0,96.0,0.7217650413513184,0.6720507144927979,1.0,0.8415597677230835,0.918681263923645,1.0,1.0,23.0
752.0,16.0,20.0,4.0,96.0,0.6892449855804443,0.6339414715766907,1.0,0.809058427810669,0.918681263923645,1.0,1.0,23.0
753.0,16.0,20.0,4.0,96.0,0.7145217061042786,0.659713625907898,1.0,0.8120062947273254,0.918681263923645,1.0,0.9999999403953552,23.0
754.0,16.0,20.0,4.0,96.0,0.7041333317756653,0.655325174331665,1.0,0.8466586470603943,0.918681263923645,1.0,0.9999999403953552,23.0
755.0,16.0,20.0,4.0,96.0,0.7275083065032959,0.6832472085952759,1.0,0.8714144825935364,0.918681263923645,1.0,1.0,23.0
756.0,16.0,20.0,4.0,96.0,0.6905284523963928,0.6393777132034302,1.0,0.8333733677864075,0.918681263923645,1.0,0.9999999403953552,23.0
757.0,16.0,20.0,4.0,96.0,0.6906495094299316,0.6500344276428223,1.0,0.890149712562561,0.918681263923645,1.0,1.0,23.0
758.0,16.0,20.0,4.0,96.0,0.6738831996917725,0.6278303861618042,1.0,0.8618329167366028,0.918681263923645,1.0,1.0,23.0
759.0,16.0,20.0,4.0,96.0,0.6580814719200134,0.5983145236968994,1.0,0.7820086479187012,0.918681263923645,1.0,1.0,23.0
760.0,16.0,20.0,4.0,96.0,0.6529102325439453,0.6043201088905334,1.0,0.8478779196739197,0.918681263923645,1.0,1.0,23.0
761.0,16.0,20.0,4.0,96.0,0.6679028272628784,0.6149734258651733,1.0,0.8230715394020081,0.918681263923645,1.0,0.9999999403953552,23.0
762.0,16.0,20.0,4.0,96.0,0.6663551330566406,0.6140320301055908,1.0,0.8266030550003052,0.918681263923645,1.0,1.0,23.0
763.0,16.0,20.0,4.0,96.0,0.683138370513916,0.6293046474456787,1.0,0.8177676796913147,0.918681263923645,1.0,1.0,23.0
764.0,16.0,20.0,4.0,96.0,0.6835290193557739,0.6297798156738281,1.0,0.818265438079834,0.918681263923645,1.0,1.0,23.0
765.0,16.0,20.0,4.0,96.0,0.6861076354980469,0.6323481798171997,1.0,0.8182047605514526,0.918681263923645,1.0,0.9999999403953552,23.0
766.0,16.0,20.0,4.0,96.0,0.6999185085296631,0.6477015018463135,1.0,0.8272190093994141,0.918681263923645,1.0,1.0,23.0
767.0,16.0,20.0,4.0,96.0,0.7000404596328735,0.6478136777877808,1.0,0.8271622657775879,0.918681263923645,1.0,1.0,23.0
768.0,16.0,20.0,4.0,96.0,0.700146496295929,0.6479113101959229,1.0,0.8271133303642273,0.918681263923645,1.0,1.0,23.0
769.0,16.0,20.0,4.0,96.0,0.6892654299736023,0.6486338376998901,1.0,0.8900672197341919,0.918681263923645,1.0,0.9999999403953552,23.0
770.0,16.0,20.0,4.0,96.0,0.7003580331802368,0.6608391404151917,1.0,0.8955684900283813,0.918681263923645,1.0,1.0,23.0
771.0,16.0,20.0,4.0,96.0,0.6948552131652832,0.6515246629714966,1.0,0.8762961626052856,0.918681263923645,1.0,0.9999999403953552,23.0
772.0,16.0,20.0,4.0,96.0,0.6836885213851929,0.6238927841186523,1.0,0.7818312048912048,0.918681263923645,1.0,0.9999999403953552,23.0
773.0,16.0,20.0,4.0,96.0,0.6977086663246155,0.643976628780365,1.0,0.818366289138794,0.918681263923645,1.0,1.0,23.0
774.0,16.0,20.0,4.0,96.0,0.6689540147781372,0.613377034664154,1.0,0.807426393032074,0.918681263923645,1.0,1.0,23.0
775.0,16.0,20.0,4.0,96.0,0.6808755993843079,0.6277841329574585,1.0,0.8221244215965271,0.918681263923645,1.0,1.0,23.0
776.0,16.0,20.0,4.0,96.0,0.6822296380996704,0.6347043514251709,1.0,0.8537873029708862,0.918681263923645,1.0,1.0,23.0
777.0,16.0,20.0,4.0,96.0,0.6545720100402832,0.5978087186813354,1.0,0.8003062009811401,0.918681263923645,1.0,0.9999999403953552,23.0
778.0,16.0,20.0,4.0,96.0,0.6318022012710571,0.5694987177848816,1.0,0.7662937045097351,0.918681263923645,1.0,1.0,23.0
779.0,16.0,20.0,4.0,96.0,0.6969284415245056,0.6516291499137878,1.0,0.8658910989761353,0.918681263923645,1.0,1.0,23.0
780.0,16.0,20.0,4.0,96.0,0.697399377822876,0.6524580121040344,1.0,0.8678044080734253,0.918681263923645,1.0,1.0,23.0
781.0,16.0,20.0,4.0,96.0,0.7062181234359741,0.6657055616378784,1.0,0.8906605839729309,0.918681263923645,1.0,0.9999999403953552,23.0
782.0,16.0,20.0,4.0,96.0,0.6935687065124512,0.6475730538368225,1.0,0.8621421456336975,0.918681263923645,1.0,0.9999999403953552,23.0
783.0,16.0,20.0,4.0,96.0,0.7306410074234009,0.6974483132362366,1.0,0.9246985912322998,0.918681263923645,1.0,0.9999999403953552,23.0
784.0,16.0,20.0,4.0,96.0,0.730890154838562,0.697672426700592,1.0,0.9245909452438354,0.918681263923645,1.0,0.9999999403953552,23.0
785.0,16.0,20.0,4.0,96.0,0.730890154838562,0.697672426700592,1.0,0.9245909452438354,0.918681263923645,1.0,0.9999999403953552,23.0
786.0,16.0,20.0,4.0,96.0,0.6600260734558105,0.6007128953933716,1.0,0.784795880317688,0.918681263923645,1.0,1.0,23.0
787.0,16.0,20.0,4.0,96.0,0.6597498059272766,0.6004606485366821,1.0,0.7849431037902832,0.918681263923645,1.0,0.9999999403953552,23.0
788.0,16.0,20.0,4.0,96.0,0.732806921005249,0.7018049955368042,1.0,0.933864951133728,0.918681263923645,1.0,0.9999999403953552,23.0
789.0,16.0,20.0,4.0,96.0,0.7387095093727112,0.7051986455917358,1.0,0.9233258366584778,0.918681263923645,1.0,0.9999999403953552,23.0
790.0,16.0,20.0,4.0,96.0,0.7510649561882019,0.7285000085830688,1.0,0.9641851186752319,0.918681263923645,1.0,1.0,23.0
791.0,16.0,20.0,4.0,96.0,0.7327684164047241,0.7056872844696045,1.0,0.948975682258606,0.918681263923645,1.0,1.0,23.0
792.0,16.0,20.0,4.0,96.0,0.7199106216430664,0.6826070547103882,1.0,0.9061968922615051,0.918681263923645,1.0,1.0,23.0
793.0,16.0,20.0,4.0,96.0,0.6966729164123535,0.6614176630973816,1.0,0.9156209826469421,0.918681263923645,1.0,1.0,23.0
794.0,16.0,20.0,4.0,96.0,0.7082173228263855,0.6723461151123047,1.0,0.9128289222717285,0.918681263923645,1.0,1.0,23.0
795.0,16.0,20.0,4.0,96.0,0.7562868595123291,0.7443053722381592,1.0,0.989718496799469,0.918681263923645,1.0,1.0,23.0
796.0,16.0,20.0,4.0,96.0,0.9417341351509094,0.9417264461517334,4.0,1.0,0.918681263923645,1.0,1.0000001192092896,23.0
797.0,16.0,20.0,4.0,96.0,0.9458540678024292,0.9458438754081726,4.0,1.0,0.918681263923645,1.0,1.0,23.0
798.0,16.0,20.0,4.0,97.0,0.9667273163795471,0.9667243957519531,4.0,1.0,0.918681263923645,1.0,1.0,23.0
799.0,16.0,20.0,4.0,98.0,0.9612390398979187,0.9612337946891785,5.0,1.0,0.918681263923645,1.0,1.0,23.0
800.0,16.0,20.0,4.0,99.0,0.9656552076339722,0.9656540155410767,4.0,1.0,0.918681263923645,1.0,1.0,24.0
801.0,16.0,20.0,4.0,100.0,0.9529343843460083,0.9529314041137695,5.0,1.0,0.918681263923645,1.0,1.0,24.0
802.0,16.0,20.0,4.0,101.0,0.949924886226654,0.9499185085296631,5.0,1.0,0.918681263923645,1.0,1.0,24.0
803.0,16.0,20.0,4.0,102.0,0.9308120012283325,0.9308058023452759,5.0,1.0,0.918681263923645,1.0,1.0,24.0
804.0,16.0,20.0,4.0,103.0,0.9338259696960449,0.9338192939758301,5.0,1.0,0.918681263923645,1.0,1.0,24.0
805.0,16.0,20.0,4.0,104.0,0.9273624420166016,0.9262924194335938,6.0,0.9999174475669861,0.918681263923645,1.0,1.0,24.0
806.0,16.0,20.0,4.0,105.0,0.9589024782180786,0.9351551532745361,3.0,0.9604395031929016,0.918681263923645,1.0,1.0,24.0
807.0,16.0,21.0,5.0,105.0,0.9999999403953552,0.9386667013168335,4.0,0.7723307609558105,0.9013994932174683,1.0,1.0,25.0
808.0,16.0,21.0,5.0,106.0,0.9485304951667786,0.9335269927978516,3.0,0.983942985534668,0.9013994932174683,1.0,1.0,25.0
809.0,16.0,21.0,5.0,107.0,0.9411986470222473,0.9248932600021362,3.0,0.981073796749115,0.9013994932174683,1.0,1.0,25.0
810.0,16.0,21.0,5.0,107.0,0.9409400224685669,0.9278468489646912,3.0,0.9877390265464783,0.9013994932174683,1.0,1.0,25.0
811.0,16.0,21.0,5.0,107.0,0.9867271184921265,0.9451301693916321,4.0,0.8852095603942871,0.9013994932174683,1.0,1.0,25.0
812.0,16.0,21.0,5.0,108.0,0.9487931728363037,0.936684787273407,3.0,0.9895010590553284,0.9013994932174683,1.0,1.0,25.0
813.0,16.0,21.0,5.0,108.0,0.9426586627960205,0.930737316608429,3.0,0.9898207783699036,0.9013994932174683,1.0,1.0,25.0
814.0,16.0,21.0,5.0,108.0,0.9413447380065918,0.931755781173706,3.0,0.9933977723121643,0.9013994932174683,1.0,1.0,25.0
815.0,16.0,21.0,5.0,108.0,0.9433024525642395,0.9372147917747498,3.0,0.9973316788673401,0.9013994932174683,1.0,0.9999999403953552,25.0
816.0,16.0,21.0,5.0,108.0,0.916275680065155,0.8916456699371338,2.0,0.9575327634811401,0.9013994932174683,1.0,1.0,25.0
817.0,16.0,21.0,5.0,108.0,0.9350157976150513,0.9115990996360779,2.0,0.9615042805671692,0.9013994932174683,1.0,1.0,25.0
818.0,16.0,21.0,5.0,108.0,0.9350289106369019,0.9116041660308838,2.0,0.9614782929420471,0.9013994932174683,1.0,1.0,25.0
819.0,16.0,21.0,5.0,108.0,0.905098021030426,0.8831883668899536,2.0,0.9661866426467896,0.9013994932174683,1.0,0.9999999403953552,25.0
820.0,16.0,21.0,5.0,108.0,0.8165686130523682,0.8115909099578857,2.0,0.9982149004936218,0.9013994932174683,1.0,1.0,25.0
821.0,16.0,21.0,5.0,108.0,0.8915135264396667,0.8835399150848389,2.0,0.9954282641410828,0.9013994932174683,1.0,1.0,25.0
822.0,16.0,21.0,5.0,108.0,0.8332021236419678,0.8330475091934204,2.0,0.9999982714653015,0.9013994932174683,1.0,1.0,25.0
823.0,16.0,21.0,5.0,108.0,0.8332160711288452,0.8330540060997009,2.0,0.9999980926513672,0.9013994932174683,1.0,0.9999999403953552,25.0
824.0,16.0,21.0,5.0,108.0,0.797264575958252,0.787369966506958,1.0,0.992972195148468,0.9013994932174683,1.0,1.0,25.0
825.0,16.0,21.0,5.0,108.0,0.6825820207595825,0.6575613021850586,1.0,0.9562161564826965,0.9013994932174683,1.0,1.0,25.0
826.0,16.0,21.0,5.0,108.0,0.6825820207595825,0.6575613021850586,1.0,0.9562161564826965,0.9013994932174683,1.0,1.0,25.0
827.0,16.0,21.0,5.0,108.0,0.7434316873550415,0.7263926267623901,1.0,0.9793572425842285,0.9013994932174683,1.0,0.9999999403953552,25.0
828.0,16.0,21.0,5.0,108.0,0.8711662292480469,0.8353439569473267,2.0,0.9130522608757019,0.9013994932174683,1.0,1.0,25.0
829.0,16.0,21.0,5.0,108.0,0.9435361623764038,0.9150080680847168,2.0,0.9435982704162598,0.9013994932174683,1.0,1.0,25.0
830.0,16.0,21.0,5.0,108.0,0.9378244876861572,0.9263945817947388,3.0,0.9906374216079712,0.9013994932174683,1.0,1.0,25.0
831.0,16.0,21.0,5.0,108.0,0.9384957551956177,0.9301580190658569,3.0,0.9950027465820312,0.9013994932174683,1.0,1.0,25.0
832.0,16.0,21.0,5.0,108.0,0.916606068611145,0.8896631002426147,2.0,0.9494770169258118,0.9013994932174683,1.0,1.0,25.0
833.0,16.0,21.0,5.0,108.0,0.916606068611145,0.8896631002426147,2.0,0.9494770169258118,0.9013994932174683,1.0,1.0,25.0
834.0,16.0,21.0,5.0,108.0,0.916606068611145,0.8896631002426147,2.0,0.9494770169258118,0.9013994932174683,1.0,1.0,25.0
835.0,16.0,21.0,5.0,108.0,0.8544580340385437,0.8358581066131592,1.0,0.9754694104194641,0.9013994932174683,1.0,1.0,25.0
836.0,16.0,21.0,5.0,108.0,0.8544580340385437,0.8358581066131592,1.0,0.9754694104194641,0.9013994932174683,1.0,1.0,25.0
837.0,16.0,21.0,5.0,108.0,0.7347833514213562,0.7154467105865479,1.0,0.9735244512557983,0.9013994932174683,1.0,0.9999999403953552,25.0
838.0,16.0,21.0,5.0,108.0,0.7302136421203613,0.7044838070869446,1.0,0.9537805318832397,0.9013994932174683,1.0,1.0,25.0
839.0,16.0,21.0,5.0,108.0,0.7302136421203613,0.7044838070869446,1.0,0.9537805318832397,0.9013994932174683,1.0,1.0,25.0
840.0,16.0,21.0,5.0,108.0,0.809766411781311,0.796335756778717,1.0,0.9871045351028442,0.9013994932174683,1.0,1.0,25.0
841.0,16.0,21.0,5.0,108.0,0.809766411781311,0.796335756778717,1.0,0.9871045351028442,0.9013994932174683,1.0,1.0,25.0
842.0,16.0,21.0,5.0,108.0,0.809766411781311,0.796335756778717,1.0,0.9871045351028442,0.9013994932174683,1.0,1.0,25.0
843.0,16.0,21.0,5.0,108.0,0.809766411781311,0.796335756778717,1.0,0.9871045351028442,0.9013994932174683,1.0,1.0,25.0
844.0,16.0,21.0,5.0,108.0,0.809766411781311,0.796335756778717,1.0,0.9871045351028442,0.9013994932174683,1.0,1.0,25.0
845.0,16.0,21.0,5.0,108.0,0.809766411781311,0.796335756778717,1.0,0.9871045351028442,0.9013994932174683,1.0,1.0,25.0
846.0,16.0,21.0,5.0,108.0,0.7160427570343018,0.696709394454956,1.0,0.9735332131385803,0.9013994932174683,1.0,1.0,25.0
847.0,16.0,21.0,5.0,108.0,0.7160427570343018,0.696709394454956,1.0,0.9735332131385803,0.9013994932174683,1.0,1.0,25.0
848.0,16.0,21.0,5.0,108.0,0.8000706434249878,0.793785572052002,2.0,0.9971560835838318,0.9013994932174683,1.0,1.0,25.0
849.0,16.0,21.0,5.0,108.0,0.8995952606201172,0.8875664472579956,2.0,0.9896376729011536,0.9013994932174683,1.0,1.0,25.0
850.0,16.0,21.0,5.0,108.0,0.8999152183532715,0.8879115581512451,2.0,0.9896807074546814,0.9013994932174683,1.0,0.9999999403953552,25.0
851.0,16.0,21.0,5.0,108.0,0.7791941165924072,0.7697515487670898,2.0,0.9935969114303589,0.9013994932174683,1.0,0.9999999403953552,25.0
852.0,16.0,21.0,5.0,108.0,0.7275173664093018,0.7262222766876221,2.0,0.999879002571106,0.9013994932174683,1.0,1.0,25.0
853.0,16.0,21.0,5.0,108.0,0.7275173664093018,0.7262222766876221,2.0,0.999879002571106,0.9013994932174683,1.0,1.0,25.0
854.0,16.0,21.0,5.0,108.0,0.7275173664093018,0.7262222766876221,2.0,0.999879002571106,0.9013994932174683,1.0,1.0,25.0
855.0,16.0,21.0,5.0,108.0,0.7275173664093018,0.7262222766876221,2.0,0.999879002571106,0.9013994932174683,1.0,1.0,25.0
856.0,16.0,21.0,5.0,108.0,0.9178431034088135,0.895559549331665,3.0,0.9650510549545288,0.9013994932174683,1.0,1.0,25.0
857.0,16.0,21.0,5.0,108.0,0.9208593964576721,0.9000266790390015,3.0,0.9693597555160522,0.9013994932174683,1.0,1.0,25.0
858.0,16.0,21.0,5.0,108.0,0.9208593964576721,0.9000266790390015,3.0,0.9693597555160522,0.9013994932174683,1.0,1.0,25.0
859.0,16.0,21.0,5.0,108.0,0.9208593964576721,0.9000266790390015,3.0,0.9693597555160522,0.9013994932174683,1.0,1.0,25.0
860.0,16.0,21.0,5.0,108.0,0.9133808016777039,0.8925191164016724,3.0,0.9692763090133667,0.9013994932174683,1.0,0.9999999403953552,25.0
861.0,16.0,21.0,5.0,108.0,0.9133978486061096,0.8925381898880005,3.0,0.9692822694778442,0.9013994932174683,1.0,1.0,25.0
862.0,16.0,21.0,5.0,108.0,0.912338376045227,0.9010216593742371,3.0,0.990820586681366,0.9013994932174683,1.0,0.9999999403953552,25.0
863.0,16.0,21.0,5.0,108.0,0.912338376045227,0.9010216593742371,3.0,0.990820586681366,0.9013994932174683,1.0,0.9999999403953552,25.0
864.0,16.0,21.0,5.0,108.0,0.912338376045227,0.9010216593742371,3.0,0.990820586681366,0.9013994932174683,1.0,0.9999999403953552,25.0
865.0,16.0,21.0,5.0,108.0,0.6972196102142334,0.6935995817184448,1.0,0.9990552663803101,0.9013994932174683,1.0,1.0,25.0
866.0,16.0,21.0,5.0,108.0,0.6972196102142334,0.6935995817184448,1.0,0.9990552663803101,0.9013994932174683,1.0,1.0,25.0
867.0,16.0,21.0,5.0,108.0,0.6972196102142334,0.6935995817184448,1.0,0.9990552663803101,0.9013994932174683,1.0,1.0,25.0
868.0,16.0,21.0,5.0,108.0,0.6972196102142334,0.6935995817184448,1.0,0.9990552663803101,0.9013994932174683,1.0,1.0,25.0
869.0,16.0,21.0,5.0,108.0,0.6972196102142334,0.6935995817184448,1.0,0.9990552663803101,0.9013994932174683,1.0,1.0,25.0
870.0,16.0,21.0,5.0,108.0,0.6972196102142334,0.6935995817184448,1.0,0.9990552663803101,0.9013994932174683,1.0,1.0,25.0
871.0,16.0,21.0,5.0,108.0,0.7446054220199585,0.7333076000213623,2.0,0.9908512234687805,0.9013994932174683,1.0,1.0,25.0
872.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
873.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
874.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
875.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
876.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
877.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
878.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
879.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
880.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
881.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
882.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
883.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
884.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
885.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
886.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
887.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
888.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
889.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
890.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
891.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
892.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
893.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
894.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
895.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
896.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
897.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
898.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
899.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
900.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
901.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
902.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
903.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
904.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
905.0,16.0,21.0,5.0,108.0,0.8073149919509888,0.784268856048584,2.0,0.9626814723014832,0.9013994932174683,1.0,1.0,25.0
