frame,path,width,height,teacher_det,teacher_conf,teacher_x1,teacher_y1,teacher_x2,teacher_y2,teacher_iou_prev,student_pre_det,student_pre_conf,student_pre_x1,student_pre_y1,student_pre_x2,student_pre_y2,student_pre_iou_prev,student_post_det,student_post_conf,student_post_x1,student_post_y1,student_post_x2,student_post_y2,student_post_iou_prev,student_delta_conf,student_pre_post_iou,student_pre_post_center_shift,pseudo_accepted,update_applied,loss_total,loss_box,loss_cls,loss_dfl,latency_teacher_ms,latency_student_pre_ms,latency_student_post_ms
40,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00041.jpg,1936,1216,1,0.810292,696.074,0.000,1926.329,1216.000,0.989358,1,0.809405,696.050,0.000,1926.327,1216.000,0.989358,1,0.809405,696.050,0.000,1926.327,1216.000,0.989358,0.000000,1.000000,0.000000,0,0,,,,,12.464,13.132,12.944
41,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00042.jpg,1936,1216,1,0.807596,679.016,0.000,1926.530,1216.000,0.986165,1,0.806949,679.031,0.000,1926.528,1216.000,0.986196,1,0.806949,679.031,0.000,1926.528,1216.000,0.986196,0.000000,1.000000,0.000000,0,0,,,,,14.475,12.720,12.859
42,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00043.jpg,1936,1216,1,0.755082,660.295,0.000,1936.000,1216.000,0.977902,1,0.754231,660.371,0.000,1936.000,1216.000,0.977946,1,0.754231,660.371,0.000,1936.000,1216.000,0.977946,0.000000,1.000000,0.000000,0,0,,,,,11.941,14.423,12.400
43,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00044.jpg,1936,1216,1,0.755082,660.295,0.000,1936.000,1216.000,1.000000,1,0.754231,660.371,0.000,1936.000,1216.000,1.000000,1,0.754231,660.371,0.000,1936.000,1216.000,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.613,12.187,12.053
44,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00045.jpg,1936,1216,1,0.492457,765.575,449.048,1205.971,1146.575,0.198025,1,0.492030,765.577,449.076,1205.972,1146.512,0.198011,1,0.492030,765.577,449.076,1205.972,1146.512,0.198011,0.000000,1.000000,0.000000,0,0,,,,,11.794,12.095,12.375
45,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00046.jpg,1936,1216,1,0.195125,501.235,0.000,1936.000,1216.000,0.176072,1,0.194622,501.006,0.000,1936.000,1216.000,0.176020,1,0.194622,501.006,0.000,1936.000,1216.000,0.176020,0.000000,1.000000,0.000000,0,0,,,,,12.458,12.642,12.259
46,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00047.jpg,1936,1216,1,0.510025,599.366,0.000,1936.000,1216.000,0.931605,1,0.509438,599.416,0.000,1936.000,1216.000,0.931422,1,0.509438,599.416,0.000,1936.000,1216.000,0.931422,0.000000,1.000000,0.000000,0,0,,,,,13.195,11.748,11.487
47,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00048.jpg,1936,1216,1,0.399516,736.502,483.822,1162.099,982.088,0.130471,1,0.399366,736.497,483.816,1162.121,982.138,0.130499,1,0.399366,736.497,483.816,1162.121,982.138,0.130499,0.000000,1.000000,0.000000,0,0,,,,,13.325,12.191,12.003
48,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00049.jpg,1936,1216,1,0.679454,729.784,486.095,1152.626,931.119,0.861123,1,0.679007,729.782,486.103,1152.599,930.688,0.860099,1,0.679007,729.782,486.103,1152.599,930.688,0.860099,0.000000,1.000000,0.000000,0,0,,,,,12.556,12.174,12.004
49,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00050.jpg,1936,1216,1,0.734281,724.340,482.982,1146.125,1088.550,0.717275,1,0.733777,724.345,482.984,1146.084,1088.775,0.716307,1,0.732932,724.329,482.979,1146.041,1088.625,0.716395,-0.000845,0.999606,0.082602,1,1,4.458074,1.120782,1.487768,1.849524,12.786,12.519,12.661
50,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00051.jpg,1936,1216,1,0.664243,741.773,478.923,1157.369,1183.303,0.807343,1,0.663066,741.758,478.930,1157.289,1183.272,0.807772,1,0.663066,741.758,478.930,1157.289,1183.272,0.807475,0.000000,1.000000,0.000000,0,0,,,,,12.592,12.036,11.909
51,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00052.jpg,1936,1216,1,0.629954,748.730,481.902,1164.236,1104.292,0.856306,1,0.629161,748.719,481.906,1164.163,1103.738,0.855570,1,0.629161,748.719,481.906,1164.163,1103.738,0.855570,0.000000,1.000000,0.000000,0,0,,,,,12.602,12.362,12.199
52,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00053.jpg,1936,1216,1,0.629954,748.730,481.902,1164.236,1104.292,1.000000,1,0.629161,748.719,481.906,1164.163,1103.738,1.000000,1,0.629161,748.719,481.906,1164.163,1103.738,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.876,11.785,11.888
53,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00054.jpg,1936,1216,1,0.509770,981.100,0.000,1936.000,766.681,0.055567,1,0.508412,981.177,0.000,1936.000,766.718,0.055544,1,0.508412,981.177,0.000,1936.000,766.718,0.055544,0.000000,1.000000,0.000000,0,0,,,,,12.954,12.373,12.262
54,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00055.jpg,1936,1216,1,0.757505,759.687,481.571,1173.334,919.138,0.063857,1,0.756364,759.698,481.575,1173.290,918.781,0.063837,1,0.756364,759.698,481.575,1173.290,918.781,0.063837,0.000000,1.000000,0.000000,0,0,,,,,12.208,12.028,12.136
55,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00056.jpg,1936,1216,1,0.482447,692.382,1.798,1936.000,615.644,0.062389,1,0.480881,692.469,1.800,1936.000,615.627,0.062387,1,0.480881,692.469,1.800,1936.000,615.627,0.062387,0.000000,1.000000,0.000000,0,0,,,,,12.684,12.243,12.696
56,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00057.jpg,1936,1216,1,0.631827,748.538,481.675,1158.016,1093.103,0.057209,1,0.630576,748.530,481.678,1157.930,1092.743,0.057205,1,0.630576,748.530,481.678,1157.930,1092.743,0.057205,0.000000,1.000000,0.000000,0,0,,,,,12.336,11.855,11.860
57,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00058.jpg,1936,1216,1,0.631827,748.538,481.675,1158.016,1093.103,1.000000,1,0.630576,748.530,481.678,1157.930,1092.743,1.000000,1,0.630576,748.530,481.678,1157.930,1092.743,1.000000,0.000000,1.000000,0.000000,0,0,,,,,14.392,12.528,11.996
58,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00059.jpg,1936,1216,1,0.672397,745.480,481.802,1151.772,1108.208,0.954038,1,0.671014,745.468,481.805,1151.687,1108.022,0.953751,1,0.671014,745.468,481.805,1151.687,1108.022,0.953751,0.000000,1.000000,0.000000,0,0,,,,,13.055,13.269,12.073
59,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00060.jpg,1936,1216,1,0.737329,748.847,479.493,1153.716,1124.791,0.958328,1,0.736080,748.835,479.498,1153.625,1124.557,0.958404,1,0.735076,748.797,479.466,1153.664,1124.261,0.958789,-0.001004,0.999303,0.163636,1,1,4.186013,0.739466,1.961324,1.485224,12.445,12.159,12.174
60,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00061.jpg,1936,1216,1,0.821571,752.216,482.223,1154.325,804.619,0.495079,1,0.819774,752.193,482.172,1154.218,804.180,0.494689,1,0.818507,752.180,482.210,1154.311,804.246,0.494871,-0.001266,0.999415,0.065932,1,1,3.553735,0.696150,1.683500,1.174085,14.944,13.006,13.330
61,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00062.jpg,1936,1216,1,0.821729,752.216,482.218,1154.328,804.651,0.999880,1,0.818507,752.180,482.210,1154.311,804.246,0.999415,1,0.817160,752.138,482.278,1154.537,804.399,0.998646,-0.001347,0.998646,0.144084,1,1,3.513975,0.798254,1.499624,1.216096,12.819,12.833,13.236
62,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00063.jpg,1936,1216,1,0.881068,758.524,481.306,1157.569,792.022,0.935886,1,0.877422,758.583,481.352,1157.801,791.843,0.935892,1,0.876334,758.584,481.456,1158.084,791.953,0.935664,-0.001088,0.998601,0.177817,1,1,2.566034,0.496679,1.015733,1.053623,13.203,12.050,12.983
63,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00064.jpg,1936,1216,1,0.757446,758.362,479.345,1155.812,784.219,0.964156,1,0.750535,758.415,479.540,1156.301,784.050,0.965228,1,0.748988,758.415,479.699,1156.676,784.195,0.965731,-0.001546,0.998061,0.241226,1,1,2.827168,0.519485,1.245567,1.062116,13.966,12.970,13.032
64,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00065.jpg,1936,1216,1,0.539078,662.173,0.000,1936.000,609.857,0.061303,1,0.528898,662.244,0.000,1936.000,609.658,0.061201,1,0.528898,662.244,0.000,1936.000,609.658,0.061174,0.000000,1.000000,0.000000,0,0,,,,,12.775,12.608,12.441
65,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00066.jpg,1936,1216,1,0.821215,745.968,482.187,1139.972,825.614,0.058365,1,0.813627,745.773,482.462,1140.654,825.436,0.058285,1,0.813627,745.773,482.462,1140.654,825.436,0.058285,0.000000,1.000000,0.000000,0,0,,,,,13.309,13.167,12.525
66,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00067.jpg,1936,1216,1,0.736583,748.449,483.371,1138.995,800.725,0.915965,1,0.727536,748.290,483.590,1139.678,800.997,0.917269,1,0.725054,748.251,483.683,1139.998,801.496,0.919282,-0.002481,0.997227,0.327207,1,1,3.098740,0.679496,1.258573,1.160670,12.678,13.050,13.549
67,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00068.jpg,1936,1216,1,0.852515,750.283,482.967,1137.297,808.253,0.967009,1,0.843552,750.114,483.315,1138.301,808.880,0.967166,1,0.841150,750.065,483.360,1138.709,809.214,0.967789,-0.002401,0.997664,0.260837,1,1,3.690245,0.862488,1.631111,1.196646,13.580,13.869,13.672
68,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00069.jpg,1936,1216,1,0.420520,1109.205,0.000,1936.000,652.578,0.007212,1,0.408041,1109.234,0.000,1936.000,651.770,0.007415,1,0.408041,1109.234,0.000,1936.000,651.770,0.007515,0.000000,1.000000,0.000000,0,0,,,,,12.812,12.698,12.661
69,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00070.jpg,1936,1216,1,0.436065,744.943,478.538,1132.586,1194.474,0.005005,1,0.422153,744.644,478.694,1133.416,1192.166,0.005154,1,0.422153,744.644,478.694,1133.416,1192.166,0.005154,0.000000,1.000000,0.000000,0,0,,,,,13.778,12.380,12.192
70,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00071.jpg,1936,1216,1,0.436065,744.943,478.538,1132.586,1194.474,1.000000,1,0.422153,744.644,478.694,1133.416,1192.166,1.000000,1,0.422153,744.644,478.694,1133.416,1192.166,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.718,11.833,11.927
71,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00072.jpg,1936,1216,1,0.753796,742.468,482.593,1121.806,840.413,0.484348,1,0.739356,742.124,482.993,1122.139,840.443,0.484894,1,0.735401,741.984,483.017,1122.223,840.558,0.485037,-0.003955,0.999023,0.075082,1,1,3.475807,0.875182,1.446620,1.154005,14.050,12.478,13.942
72,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00073.jpg,1936,1216,1,0.840736,742.978,482.841,1117.781,826.666,0.949401,1,0.825920,742.507,483.255,1118.023,827.475,0.951584,1,0.822726,742.485,483.236,1118.062,827.781,0.951839,-0.003194,0.998889,0.143354,1,1,4.682519,0.964394,2.665642,1.052483,12.914,13.059,12.495
73,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00074.jpg,1936,1216,1,0.877211,744.517,482.593,1115.824,799.542,0.911869,1,0.862287,744.409,483.096,1115.609,801.995,0.914916,1,0.859524,744.420,483.119,1115.589,802.257,0.914744,-0.002762,0.999026,0.142388,1,1,3.599518,0.683946,1.901136,1.014436,14.066,15.394,13.250
74,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00075.jpg,1936,1216,1,0.868133,743.969,483.269,1113.930,821.954,0.926159,1,0.848330,743.553,483.616,1114.306,823.529,0.930000,1,0.845188,743.504,483.559,1114.339,823.730,0.930418,-0.003142,0.999018,0.072188,1,1,2.589166,0.680816,0.881572,1.026778,13.255,12.784,15.177
75,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00076.jpg,1936,1216,1,0.890614,747.501,483.393,1113.808,801.747,0.930686,1,0.872054,747.417,483.831,1113.390,804.442,0.931052,1,0.869535,747.444,483.778,1113.334,804.758,0.930998,-0.002519,0.998625,0.132368,1,1,2.171812,0.475914,0.744199,0.951699,13.659,15.162,13.472
76,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00077.jpg,1936,1216,1,0.887705,750.203,484.177,1110.429,792.678,0.952961,1,0.866347,750.169,484.489,1109.664,797.240,0.958220,1,0.863850,750.221,484.455,1109.669,797.565,0.958307,-0.002497,0.998693,0.148428,1,1,3.269124,0.695381,1.533535,1.040208,13.583,13.866,14.281
