threshold,category,frame,image_path,compare_model,membank_conf,membank_weird,membank_border,membank_tiny,membank_large,compare_conf,compare_weird,reason
0.25,membank_good_fda_mix_bad,27,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00028.jpg,fda_mix,0.8859,0,0,0,0,0.7757,1,threshold=0.25; membank conf=0.886 weird=0 border=0 tiny=0 large=0; compare conf=0.776 weird=1
0.25,membank_good_fda_mix_bad,28,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00029.jpg,fda_mix,0.8391,0,0,0,0,0.8187,1,threshold=0.25; membank conf=0.839 weird=0 border=0 tiny=0 large=0; compare conf=0.819 weird=1
0.25,membank_good_fda_mix_bad,30,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00031.jpg,fda_mix,0.8523,0,0,0,0,0.7680,1,threshold=0.25; membank conf=0.852 weird=0 border=0 tiny=0 large=0; compare conf=0.768 weird=1
0.25,membank_good_fda_mix_bad,46,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00047.jpg,fda_mix,0.8977,0,0,0,0,0.6730,1,threshold=0.25; membank conf=0.898 weird=0 border=0 tiny=0 large=0; compare conf=0.673 weird=1
0.25,membank_good_fda_mix_bad,79,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00080.jpg,fda_mix,0.9762,0,0,0,0,0.8769,1,threshold=0.25; membank conf=0.976 weird=0 border=0 tiny=0 large=0; compare conf=0.877 weird=1
0.25,membank_good_fda_mix_bad,80,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00081.jpg,fda_mix,0.9691,0,0,0,0,0.9219,1,threshold=0.25; membank conf=0.969 weird=0 border=0 tiny=0 large=0; compare conf=0.922 weird=1
0.25,membank_good_fda_mix_bad,81,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00082.jpg,fda_mix,0.9594,0,0,0,0,0.9536,0,threshold=0.25; membank conf=0.959 weird=0 border=0 tiny=0 large=0; compare conf=0.954 weird=0
0.25,membank_good_fda_mix_bad,82,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00083.jpg,fda_mix,0.9727,0,0,0,0,0.8592,1,threshold=0.25; membank conf=0.973 weird=0 border=0 tiny=0 large=0; compare conf=0.859 weird=1
0.25,membank_good_fda_mix_bad,83,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00084.jpg,fda_mix,0.9686,0,0,0,0,0.7981,1,threshold=0.25; membank conf=0.969 weird=0 border=0 tiny=0 large=0; compare conf=0.798 weird=1
0.25,membank_good_fda_mix_bad,84,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00085.jpg,fda_mix,0.9691,0,0,0,0,0.8858,1,threshold=0.25; membank conf=0.969 weird=0 border=0 tiny=0 large=0; compare conf=0.886 weird=1
0.25,membank_good_fda_mix_bad,85,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00086.jpg,fda_mix,0.9703,0,0,0,0,0.8671,1,threshold=0.25; membank conf=0.970 weird=0 border=0 tiny=0 large=0; compare conf=0.867 weird=1
0.25,membank_good_fda_mix_bad,86,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00087.jpg,fda_mix,0.9729,0,0,0,0,0.8672,0,threshold=0.25; membank conf=0.973 weird=0 border=0 tiny=0 large=0; compare conf=0.867 weird=0
0.25,membank_good_fda_mix_bad,95,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00096.jpg,fda_mix,0.9664,0,0,0,0,0.8135,1,threshold=0.25; membank conf=0.966 weird=0 border=0 tiny=0 large=0; compare conf=0.814 weird=1
0.25,membank_good_fda_mix_bad,96,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00097.jpg,fda_mix,0.9701,0,0,0,0,0.7829,1,threshold=0.25; membank conf=0.970 weird=0 border=0 tiny=0 large=0; compare conf=0.783 weird=1
0.25,membank_good_fda_mix_bad,97,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00098.jpg,fda_mix,0.9701,0,0,0,0,0.7829,1,threshold=0.25; membank conf=0.970 weird=0 border=0 tiny=0 large=0; compare conf=0.783 weird=1
0.25,membank_good_fda_mix_bad,98,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00099.jpg,fda_mix,0.9731,0,0,0,0,0.8118,1,threshold=0.25; membank conf=0.973 weird=0 border=0 tiny=0 large=0; compare conf=0.812 weird=1
0.25,membank_good_fda_mix_bad,99,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00100.jpg,fda_mix,0.9731,0,0,0,0,0.8118,1,threshold=0.25; membank conf=0.973 weird=0 border=0 tiny=0 large=0; compare conf=0.812 weird=1
0.25,membank_good_fda_mix_bad,107,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00108.jpg,fda_mix,0.9641,0,0,0,0,0.7188,1,threshold=0.25; membank conf=0.964 weird=0 border=0 tiny=0 large=0; compare conf=0.719 weird=1
0.25,membank_good_fda_mix_bad,108,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00109.jpg,fda_mix,0.9672,0,0,0,0,0.8257,1,threshold=0.25; membank conf=0.967 weird=0 border=0 tiny=0 large=0; compare conf=0.826 weird=1
0.25,membank_good_fda_mix_bad,109,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00110.jpg,fda_mix,0.9618,0,0,0,0,0.8217,0,threshold=0.25; membank conf=0.962 weird=0 border=0 tiny=0 large=0; compare conf=0.822 weird=0
0.25,membank_good_fda_mix_bad,110,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00111.jpg,fda_mix,0.9721,0,0,0,0,0.6178,1,threshold=0.25; membank conf=0.972 weird=0 border=0 tiny=0 large=0; compare conf=0.618 weird=1
0.25,membank_good_fda_mix_bad,111,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00112.jpg,fda_mix,0.9719,0,0,0,0,0.7909,1,threshold=0.25; membank conf=0.972 weird=0 border=0 tiny=0 large=0; compare conf=0.791 weird=1
0.25,membank_good_fda_mix_bad,112,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00113.jpg,fda_mix,0.9781,0,0,0,0,0.7030,1,threshold=0.25; membank conf=0.978 weird=0 border=0 tiny=0 large=0; compare conf=0.703 weird=1
0.25,membank_good_fda_mix_bad,113,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00114.jpg,fda_mix,0.9712,0,0,0,0,0.8079,1,threshold=0.25; membank conf=0.971 weird=0 border=0 tiny=0 large=0; compare conf=0.808 weird=1
0.25,membank_good_fda_mix_bad,116,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00117.jpg,fda_mix,0.9499,0,0,0,0,0.7736,1,threshold=0.25; membank conf=0.950 weird=0 border=0 tiny=0 large=0; compare conf=0.774 weird=1
0.25,membank_good_fda_mix_bad,117,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00118.jpg,fda_mix,0.9499,0,0,0,0,0.7736,1,threshold=0.25; membank conf=0.950 weird=0 border=0 tiny=0 large=0; compare conf=0.774 weird=1
0.25,membank_good_fda_mix_bad,118,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00119.jpg,fda_mix,0.9573,0,0,0,0,0.7295,1,threshold=0.25; membank conf=0.957 weird=0 border=0 tiny=0 large=0; compare conf=0.730 weird=1
0.25,membank_good_fda_mix_bad,119,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00120.jpg,fda_mix,0.9573,0,0,0,0,0.7295,1,threshold=0.25; membank conf=0.957 weird=0 border=0 tiny=0 large=0; compare conf=0.730 weird=1
0.25,membank_good_fda_mix_bad,120,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00121.jpg,fda_mix,0.9519,0,0,0,0,0.8772,1,threshold=0.25; membank conf=0.952 weird=0 border=0 tiny=0 large=0; compare conf=0.877 weird=1
0.25,membank_good_fda_mix_bad,124,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00125.jpg,fda_mix,0.9619,0,0,0,0,0.4094,1,threshold=0.25; membank conf=0.962 weird=0 border=0 tiny=0 large=0; compare conf=0.409 weird=1
0.25,membank_good_fda_mix_bad,125,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00126.jpg,fda_mix,0.9631,0,0,0,0,0.5490,1,threshold=0.25; membank conf=0.963 weird=0 border=0 tiny=0 large=0; compare conf=0.549 weird=1
0.25,membank_good_fda_mix_bad,126,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00127.jpg,fda_mix,0.9631,0,0,0,0,0.5490,1,threshold=0.25; membank conf=0.963 weird=0 border=0 tiny=0 large=0; compare conf=0.549 weird=1
0.25,membank_good_fda_mix_bad,127,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00128.jpg,fda_mix,0.9665,0,0,0,0,0.3992,1,threshold=0.25; membank conf=0.967 weird=0 border=0 tiny=0 large=0; compare conf=0.399 weird=1
0.25,membank_good_fda_mix_bad,129,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00130.jpg,fda_mix,0.9556,0,0,0,0,0.4291,1,threshold=0.25; membank conf=0.956 weird=0 border=0 tiny=0 large=0; compare conf=0.429 weird=1
0.25,membank_good_fda_mix_bad,134,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00135.jpg,fda_mix,0.9231,0,0,0,0,0.5181,1,threshold=0.25; membank conf=0.923 weird=0 border=0 tiny=0 large=0; compare conf=0.518 weird=1
0.25,membank_good_fda_mix_bad,135,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00136.jpg,fda_mix,0.9274,0,0,0,0,0.6197,1,threshold=0.25; membank conf=0.927 weird=0 border=0 tiny=0 large=0; compare conf=0.620 weird=1
0.25,membank_good_fda_mix_bad,136,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00137.jpg,fda_mix,0.9180,0,0,0,0,0.5400,1,threshold=0.25; membank conf=0.918 weird=0 border=0 tiny=0 large=0; compare conf=0.540 weird=1
0.25,membank_good_fda_mix_bad,137,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00138.jpg,fda_mix,0.9372,0,0,0,0,0.4285,1,threshold=0.25; membank conf=0.937 weird=0 border=0 tiny=0 large=0; compare conf=0.428 weird=1
0.25,membank_good_fda_mix_bad,141,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00142.jpg,fda_mix,0.8913,0,0,0,0,0.6006,1,threshold=0.25; membank conf=0.891 weird=0 border=0 tiny=0 large=0; compare conf=0.601 weird=1
0.25,membank_good_fda_mix_bad,142,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00143.jpg,fda_mix,0.9149,0,0,0,0,0.4767,1,threshold=0.25; membank conf=0.915 weird=0 border=0 tiny=0 large=0; compare conf=0.477 weird=1
0.25,membank_good_fda_mix_bad,143,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00144.jpg,fda_mix,0.8827,0,0,0,0,0.6376,1,threshold=0.25; membank conf=0.883 weird=0 border=0 tiny=0 large=0; compare conf=0.638 weird=1
0.25,membank_good_fda_mix_bad,144,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00145.jpg,fda_mix,0.8734,0,0,0,0,0.5301,1,threshold=0.25; membank conf=0.873 weird=0 border=0 tiny=0 large=0; compare conf=0.530 weird=1
0.25,membank_good_fda_mix_bad,152,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00153.jpg,fda_mix,0.8528,0,0,0,0,0.2831,1,threshold=0.25; membank conf=0.853 weird=0 border=0 tiny=0 large=0; compare conf=0.283 weird=1
0.25,membank_good_fda_mix_bad,153,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00154.jpg,fda_mix,0.8776,0,0,0,0,0.5413,1,threshold=0.25; membank conf=0.878 weird=0 border=0 tiny=0 large=0; compare conf=0.541 weird=1
0.25,membank_good_fda_mix_bad,155,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00156.jpg,fda_mix,0.8673,0,0,0,0,0.4606,1,threshold=0.25; membank conf=0.867 weird=0 border=0 tiny=0 large=0; compare conf=0.461 weird=1
0.25,membank_good_fda_mix_bad,156,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00157.jpg,fda_mix,0.8802,0,0,0,0,0.5730,1,threshold=0.25; membank conf=0.880 weird=0 border=0 tiny=0 large=0; compare conf=0.573 weird=1
0.25,membank_good_fda_mix_bad,157,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00158.jpg,fda_mix,0.8345,0,0,0,0,0.6171,1,threshold=0.25; membank conf=0.835 weird=0 border=0 tiny=0 large=0; compare conf=0.617 weird=1
0.25,membank_good_fda_mix_bad,158,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00159.jpg,fda_mix,0.8366,0,0,0,0,0.4114,1,threshold=0.25; membank conf=0.837 weird=0 border=0 tiny=0 large=0; compare conf=0.411 weird=1
0.25,membank_good_fda_mix_bad,159,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00160.jpg,fda_mix,0.8281,0,0,0,0,0.4402,1,threshold=0.25; membank conf=0.828 weird=0 border=0 tiny=0 large=0; compare conf=0.440 weird=1
0.25,membank_good_fda_mix_bad,160,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00161.jpg,fda_mix,0.6837,0,0,0,0,0.4098,1,threshold=0.25; membank conf=0.684 weird=0 border=0 tiny=0 large=0; compare conf=0.410 weird=1
0.25,membank_good_fda_mix_bad,161,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00162.jpg,fda_mix,0.6837,0,0,0,0,0.4098,1,threshold=0.25; membank conf=0.684 weird=0 border=0 tiny=0 large=0; compare conf=0.410 weird=1
0.25,membank_good_fda_mix_bad,168,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00169.jpg,fda_mix,0.8440,0,0,0,0,0.1258,1,threshold=0.25; membank conf=0.844 weird=0 border=0 tiny=0 large=0; compare conf=0.126 weird=1
0.25,membank_good_fda_mix_bad,169,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00170.jpg,fda_mix,0.8440,0,0,0,0,0.1258,1,threshold=0.25; membank conf=0.844 weird=0 border=0 tiny=0 large=0; compare conf=0.126 weird=1
0.25,membank_good_fda_mix_bad,241,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00242.jpg,fda_mix,0.9201,0,0,0,0,0.8156,1,threshold=0.25; membank conf=0.920 weird=0 border=0 tiny=0 large=0; compare conf=0.816 weird=1
0.25,membank_good_fda_mix_bad,242,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00243.jpg,fda_mix,0.9201,0,0,0,0,0.8156,1,threshold=0.25; membank conf=0.920 weird=0 border=0 tiny=0 large=0; compare conf=0.816 weird=1
0.25,membank_good_fda_mix_bad,259,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00260.jpg,fda_mix,0.8465,0,0,0,0,0.3684,1,threshold=0.25; membank conf=0.846 weird=0 border=0 tiny=0 large=0; compare conf=0.368 weird=1
0.25,membank_good_fda_mix_bad,260,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00261.jpg,fda_mix,0.8465,0,0,0,0,0.3684,1,threshold=0.25; membank conf=0.846 weird=0 border=0 tiny=0 large=0; compare conf=0.368 weird=1
0.25,membank_good_fda_mix_bad,291,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00292.jpg,fda_mix,0.9632,0,0,0,0,0.6626,1,threshold=0.25; membank conf=0.963 weird=0 border=0 tiny=0 large=0; compare conf=0.663 weird=1
0.25,membank_good_fda_mix_bad,389,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00390.jpg,fda_mix,0.9212,0,0,0,0,0.7509,1,threshold=0.25; membank conf=0.921 weird=0 border=0 tiny=0 large=0; compare conf=0.751 weird=1
0.25,membank_good_fda_mix_bad,390,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00391.jpg,fda_mix,0.9175,0,0,0,0,0.7648,1,threshold=0.25; membank conf=0.918 weird=0 border=0 tiny=0 large=0; compare conf=0.765 weird=1
0.25,membank_good_fda_mix_bad,396,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00397.jpg,fda_mix,0.9129,0,0,0,0,0.6962,1,threshold=0.25; membank conf=0.913 weird=0 border=0 tiny=0 large=0; compare conf=0.696 weird=1
0.25,membank_good_fda_mix_bad,397,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00398.jpg,fda_mix,0.8966,0,0,0,0,0.7603,1,threshold=0.25; membank conf=0.897 weird=0 border=0 tiny=0 large=0; compare conf=0.760 weird=1
0.25,membank_good_fda_mix_bad,401,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00402.jpg,fda_mix,0.9040,0,0,0,0,0.5880,1,threshold=0.25; membank conf=0.904 weird=0 border=0 tiny=0 large=0; compare conf=0.588 weird=1
0.25,membank_good_fda_mix_bad,402,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00403.jpg,fda_mix,0.8989,0,0,0,0,0.7225,1,threshold=0.25; membank conf=0.899 weird=0 border=0 tiny=0 large=0; compare conf=0.722 weird=1
0.25,membank_good_fda_mix_bad,403,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00404.jpg,fda_mix,0.8996,0,0,0,0,0.7633,1,threshold=0.25; membank conf=0.900 weird=0 border=0 tiny=0 large=0; compare conf=0.763 weird=1
0.25,membank_good_fda_mix_bad,404,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00405.jpg,fda_mix,0.8983,0,0,0,0,0.6817,1,threshold=0.25; membank conf=0.898 weird=0 border=0 tiny=0 large=0; compare conf=0.682 weird=1
0.25,membank_good_fda_mix_bad,405,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00406.jpg,fda_mix,0.8952,0,0,0,0,0.7460,1,threshold=0.25; membank conf=0.895 weird=0 border=0 tiny=0 large=0; compare conf=0.746 weird=1
0.25,membank_good_fda_mix_bad,406,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00407.jpg,fda_mix,0.8919,0,0,0,0,0.7835,1,threshold=0.25; membank conf=0.892 weird=0 border=0 tiny=0 large=0; compare conf=0.784 weird=1
0.25,membank_good_fda_mix_bad,407,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00408.jpg,fda_mix,0.8813,0,0,0,0,0.7993,1,threshold=0.25; membank conf=0.881 weird=0 border=0 tiny=0 large=0; compare conf=0.799 weird=1
0.25,membank_good_fda_mix_bad,408,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00409.jpg,fda_mix,0.8891,0,0,0,0,0.7970,1,threshold=0.25; membank conf=0.889 weird=0 border=0 tiny=0 large=0; compare conf=0.797 weird=1
0.25,membank_good_fda_mix_bad,409,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00410.jpg,fda_mix,0.8843,0,0,0,0,0.7441,1,threshold=0.25; membank conf=0.884 weird=0 border=0 tiny=0 large=0; compare conf=0.744 weird=1
0.25,membank_good_fda_mix_bad,410,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00411.jpg,fda_mix,0.9005,0,0,0,0,0.7382,1,threshold=0.25; membank conf=0.900 weird=0 border=0 tiny=0 large=0; compare conf=0.738 weird=1
0.25,membank_good_fda_mix_bad,411,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00412.jpg,fda_mix,0.9035,0,0,0,0,0.5849,1,threshold=0.25; membank conf=0.904 weird=0 border=0 tiny=0 large=0; compare conf=0.585 weird=1
0.25,membank_good_fda_mix_bad,412,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00413.jpg,fda_mix,0.8811,0,0,0,0,0.6900,1,threshold=0.25; membank conf=0.881 weird=0 border=0 tiny=0 large=0; compare conf=0.690 weird=1
0.25,membank_good_fda_mix_bad,414,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00415.jpg,fda_mix,0.8777,0,0,0,0,0.7174,1,threshold=0.25; membank conf=0.878 weird=0 border=0 tiny=0 large=0; compare conf=0.717 weird=1
0.25,membank_good_fda_mix_bad,415,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00416.jpg,fda_mix,0.8752,0,0,0,0,0.9064,1,threshold=0.25; membank conf=0.875 weird=0 border=0 tiny=0 large=0; compare conf=0.906 weird=1
0.25,membank_good_fda_mix_bad,416,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00417.jpg,fda_mix,0.8891,0,0,0,0,0.8097,1,threshold=0.25; membank conf=0.889 weird=0 border=0 tiny=0 large=0; compare conf=0.810 weird=1
0.25,membank_good_fda_mix_bad,417,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00418.jpg,fda_mix,0.8442,0,0,0,0,0.8609,1,threshold=0.25; membank conf=0.844 weird=0 border=0 tiny=0 large=0; compare conf=0.861 weird=1
0.25,membank_good_fda_mix_bad,419,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00420.jpg,fda_mix,0.8383,0,0,0,0,0.8412,1,threshold=0.25; membank conf=0.838 weird=0 border=0 tiny=0 large=0; compare conf=0.841 weird=1
0.25,membank_good_fda_mix_bad,420,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00421.jpg,fda_mix,0.8491,0,0,0,0,0.8551,1,threshold=0.25; membank conf=0.849 weird=0 border=0 tiny=0 large=0; compare conf=0.855 weird=1
0.25,membank_good_fda_mix_bad,421,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00422.jpg,fda_mix,0.8487,0,0,0,0,0.7827,1,threshold=0.25; membank conf=0.849 weird=0 border=0 tiny=0 large=0; compare conf=0.783 weird=1
