frame,image_path,category,fda_conf,current_odad_conf,adapter_conf,membank_conf,source_anchor_conf,suggested_reason,manual_label_blank
457,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00458.jpg,fda_mix_good_membank_bad,0.8801,0.3964,0.5715,0.6856,0.6593,threshold=0.15; membank conf=0.686 weird=1 border=1 tiny=0 large=0; compare conf=0.880 weird=0,
2668,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02669.jpg,fda_mix_good_membank_bad,0.8062,0.1251,0.0314,0.0609,0.0799,threshold=0.15; membank conf=0.061 weird=0 border=0 tiny=0 large=0; compare conf=0.806 weird=0,
4057,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04058.jpg,fda_mix_good_membank_bad,0.6709,0.8420,0.0590,0.1068,0.0911,threshold=0.15; membank conf=0.107 weird=0 border=0 tiny=0 large=0; compare conf=0.671 weird=0,
6148,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06149.jpg,fda_mix_good_membank_bad,0.7348,0.5087,0.0033,0.0027,0.0018,threshold=0.15; membank conf=0.003 weird=1 border=1 tiny=0 large=0; compare conf=0.735 weird=0,
1070,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01071.jpg,fda_mix_good_membank_bad,0.6961,0.0211,0.0043,0.0104,0.0040,threshold=0.20; membank conf=0.010 weird=1 border=1 tiny=0 large=0; compare conf=0.696 weird=0,
3123,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03124.jpg,fda_mix_good_membank_bad,0.5400,0.0061,0.1585,0.1783,0.1272,threshold=0.20; membank conf=0.178 weird=0 border=0 tiny=0 large=0; compare conf=0.540 weird=0,
4876,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04877.jpg,fda_mix_good_membank_bad,0.9129,0.5809,0.5557,0.4778,0.5062,threshold=0.20; membank conf=0.478 weird=0 border=0 tiny=0 large=0; compare conf=0.913 weird=0,
6458,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06459.jpg,fda_mix_good_membank_bad,0.5541,0.3533,0.0118,0.0274,0.0257,threshold=0.20; membank conf=0.027 weird=0 border=0 tiny=0 large=0; compare conf=0.554 weird=0,
1799,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01800.jpg,fda_mix_good_membank_bad,0.4567,0.4677,0.1084,0.1283,0.0981,threshold=0.25; membank conf=0.128 weird=0 border=0 tiny=0 large=0; compare conf=0.457 weird=0,
3286,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03287.jpg,fda_mix_good_membank_bad,0.7611,0.0262,0.0142,0.0184,0.0117,threshold=0.25; membank conf=0.018 weird=0 border=0 tiny=0 large=0; compare conf=0.761 weird=0,
5094,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05095.jpg,fda_mix_good_membank_bad,0.7823,0.8338,0.0315,0.0367,0.0338,threshold=0.25; membank conf=0.037 weird=0 border=0 tiny=0 large=0; compare conf=0.782 weird=0,
0,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00001.jpg,membank_good_fda_mix_bad,0.5255,0.9598,0.8646,0.8233,0.8218,threshold=0.15; membank conf=0.823 weird=0 border=0 tiny=0 large=0; compare conf=0.526 weird=1,
1912,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01913.jpg,membank_good_fda_mix_bad,0.8592,0.9859,0.9750,0.9627,0.9626,threshold=0.15; membank conf=0.963 weird=0 border=0 tiny=0 large=0; compare conf=0.859 weird=1,
3227,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03228.jpg,membank_good_fda_mix_bad,0.6652,0.7856,0.8636,0.8669,0.8744,threshold=0.15; membank conf=0.867 weird=0 border=0 tiny=0 large=0; compare conf=0.665 weird=1,
5275,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05276.jpg,membank_good_fda_mix_bad,0.7725,0.9629,0.8951,0.8874,0.8793,threshold=0.15; membank conf=0.887 weird=0 border=0 tiny=0 large=0; compare conf=0.773 weird=1,
420,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00421.jpg,membank_good_fda_mix_bad,0.8551,0.5358,0.8154,0.8491,0.8416,threshold=0.20; membank conf=0.849 weird=0 border=0 tiny=0 large=0; compare conf=0.855 weird=1,
2289,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02290.jpg,membank_good_fda_mix_bad,0.8646,0.9945,0.9619,0.9673,0.9604,threshold=0.20; membank conf=0.967 weird=0 border=0 tiny=0 large=0; compare conf=0.865 weird=1,
4161,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04162.jpg,membank_good_fda_mix_bad,0.9024,0.9846,0.8859,0.8749,0.8740,threshold=0.20; membank conf=0.875 weird=0 border=0 tiny=0 large=0; compare conf=0.902 weird=1,
6290,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06291.jpg,membank_good_fda_mix_bad,0.9087,0.9853,0.9156,0.9196,0.9175,threshold=0.20; membank conf=0.920 weird=0 border=0 tiny=0 large=0; compare conf=0.909 weird=1,
1023,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01024.jpg,membank_good_fda_mix_bad,0.6440,0.0618,0.5869,0.6884,0.5796,threshold=0.25; membank conf=0.688 weird=0 border=0 tiny=0 large=0; compare conf=0.644 weird=1,
2794,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02795.jpg,membank_good_fda_mix_bad,0.3628,0.9873,0.8322,0.7758,0.7714,threshold=0.25; membank conf=0.776 weird=0 border=0 tiny=0 large=0; compare conf=0.363 weird=1,
4911,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04912.jpg,membank_good_fda_mix_bad,0.7216,0.7302,0.7777,0.6959,0.7207,threshold=0.25; membank conf=0.696 weird=0 border=0 tiny=0 large=0; compare conf=0.722 weird=1,
8,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00009.jpg,membank_low_conf_candidate,0.3988,0.8343,0.3356,0.2213,0.2509,threshold=0.15; membank conf=0.221 weird=0 border=0 tiny=0 large=0,
949,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00950.jpg,membank_low_conf_candidate,0.7402,0.2633,0.3561,0.2310,0.2550,threshold=0.15; membank conf=0.231 weird=0 border=0 tiny=0 large=0,
1834,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01835.jpg,membank_low_conf_candidate,0.8469,0.3431,0.1733,0.1773,0.2256,threshold=0.15; membank conf=0.177 weird=0 border=0 tiny=0 large=0,
2937,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02938.jpg,membank_low_conf_candidate,0.7616,0.8792,0.1035,0.1786,0.1704,threshold=0.15; membank conf=0.179 weird=0 border=0 tiny=0 large=0,
3198,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03199.jpg,membank_low_conf_candidate,0.8956,0.3406,0.1480,0.1908,0.1529,threshold=0.15; membank conf=0.191 weird=0 border=0 tiny=0 large=0,
4242,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04243.jpg,membank_low_conf_candidate,0.7485,0.5806,0.1982,0.1805,0.1316,threshold=0.15; membank conf=0.180 weird=0 border=0 tiny=0 large=0,
5092,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05093.jpg,membank_low_conf_candidate,0.6260,0.7079,0.1784,0.2110,0.2700,threshold=0.15; membank conf=0.211 weird=0 border=0 tiny=0 large=0,
6222,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06223.jpg,membank_low_conf_candidate,0.2879,0.9565,0.1004,0.2101,0.1959,threshold=0.15; membank conf=0.210 weird=0 border=0 tiny=0 large=0,
535,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00536.jpg,membank_low_conf_candidate,0.8905,0.3152,0.2054,0.2186,0.1518,threshold=0.20; membank conf=0.219 weird=0 border=0 tiny=0 large=0,
1839,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01840.jpg,membank_low_conf_candidate,0.7911,0.3145,0.2389,0.2452,0.2351,threshold=0.20; membank conf=0.245 weird=0 border=0 tiny=0 large=0,
4053,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04054.jpg,membank_low_conf_candidate,0.6654,0.6639,0.1638,0.2214,0.2254,threshold=0.20; membank conf=0.221 weird=0 border=0 tiny=0 large=0,
16,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00017.jpg,membank_no_detection_or_tiny_conf,0.6136,0.3300,0.0185,0.0253,0.0139,threshold=0.15; membank conf=0.025 weird=1 border=1 tiny=0 large=0,
2369,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02370.jpg,membank_no_detection_or_tiny_conf,0.8967,0.0865,0.0685,0.0733,0.0622,threshold=0.15; membank conf=0.073 weird=0 border=0 tiny=0 large=0,
4021,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04022.jpg,membank_no_detection_or_tiny_conf,0.4821,0.7842,0.0016,0.0012,0.0011,threshold=0.15; membank conf=0.001 weird=1 border=1 tiny=0 large=0,
5926,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05927.jpg,membank_no_detection_or_tiny_conf,0.8093,0.3345,0.0799,0.0544,0.0208,threshold=0.15; membank conf=0.054 weird=1 border=1 tiny=0 large=0,
933,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00934.jpg,membank_no_detection_or_tiny_conf,0.5906,0.0101,0.0373,0.0654,0.0551,threshold=0.20; membank conf=0.065 weird=0 border=0 tiny=0 large=0,
2925,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02926.jpg,membank_no_detection_or_tiny_conf,0.7995,0.7503,0.0099,0.0233,0.0224,threshold=0.20; membank conf=0.023 weird=0 border=0 tiny=0 large=0,
4300,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04301.jpg,membank_no_detection_or_tiny_conf,0.2360,0.7185,0.1445,0.0859,0.1019,threshold=0.20; membank conf=0.086 weird=0 border=0 tiny=0 large=0,
6200,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06201.jpg,membank_no_detection_or_tiny_conf,0.6945,0.6778,0.0868,0.0327,0.0302,threshold=0.20; membank conf=0.033 weird=0 border=0 tiny=0 large=0,
1798,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01799.jpg,membank_no_detection_or_tiny_conf,0.7832,0.1402,0.1114,0.0572,0.0512,threshold=0.25; membank conf=0.057 weird=0 border=0 tiny=0 large=0,
3286,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03287.jpg,membank_no_detection_or_tiny_conf,0.7611,0.0262,0.0142,0.0184,0.0117,threshold=0.25; membank conf=0.018 weird=0 border=0 tiny=0 large=0,
5095,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05096.jpg,membank_no_detection_or_tiny_conf,0.7492,0.6698,0.0197,0.0207,0.0173,threshold=0.25; membank conf=0.021 weird=0 border=0 tiny=0 large=0,
7,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00008.jpg,membank_weird_or_border,0.6824,0.5567,0.1049,0.1167,0.1110,threshold=0.15; membank conf=0.117 weird=1 border=1 tiny=0 large=0,
2094,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02095.jpg,membank_weird_or_border,0.7338,0.2448,0.0607,0.0363,0.0362,threshold=0.15; membank conf=0.036 weird=1 border=1 tiny=0 large=0,
3782,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03783.jpg,membank_weird_or_border,0.9061,0.4461,0.4350,0.2801,0.2941,threshold=0.15; membank conf=0.280 weird=1 border=1 tiny=0 large=0,
5423,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05424.jpg,membank_weird_or_border,0.7066,0.0214,0.0443,0.1417,0.1076,threshold=0.15; membank conf=0.142 weird=1 border=1 tiny=0 large=0,
705,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00706.jpg,membank_weird_or_border,0.3788,0.4666,0.0118,0.0021,0.0028,threshold=0.20; membank conf=0.002 weird=1 border=1 tiny=0 large=0,
2695,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02696.jpg,membank_weird_or_border,0.6528,0.2504,0.6442,0.4949,0.4995,threshold=0.20; membank conf=0.495 weird=1 border=1 tiny=0 large=0,
4292,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04293.jpg,membank_weird_or_border,0.8560,0.7895,0.3830,0.4694,0.4692,threshold=0.20; membank conf=0.469 weird=1 border=1 tiny=0 large=0,
6139,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06140.jpg,membank_weird_or_border,0.7503,0.3479,0.1435,0.1066,0.1282,threshold=0.20; membank conf=0.107 weird=1 border=1 tiny=0 large=0,
1568,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01569.jpg,membank_weird_or_border,0.8806,0.1916,0.2751,0.2205,0.2354,threshold=0.25; membank conf=0.221 weird=1 border=1 tiny=0 large=0,
3224,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03225.jpg,membank_weird_or_border,0.9484,0.8842,0.7194,0.7221,0.7074,threshold=0.25; membank conf=0.722 weird=1 border=1 tiny=0 large=0,
4871,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04872.jpg,membank_weird_or_border,0.6569,0.3277,0.6582,0.4507,0.4727,threshold=0.25; membank conf=0.451 weird=1 border=1 tiny=0 large=0,
478,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00479.jpg,adapter_bad_membank_good,0.9082,0.3016,0.1795,0.3922,0.4199,threshold=0.15; membank conf=0.392 weird=0 border=0 tiny=0 large=0; compare conf=0.179 weird=1,
479,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00480.jpg,adapter_bad_membank_good,0.9082,0.3016,0.1795,0.3922,0.4199,threshold=0.15; membank conf=0.392 weird=0 border=0 tiny=0 large=0; compare conf=0.179 weird=1,
500,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00501.jpg,adapter_bad_membank_good,0.8357,0.4439,0.6132,0.5980,0.5928,threshold=0.15; membank conf=0.598 weird=0 border=0 tiny=0 large=0; compare conf=0.613 weird=0,
